event_id,device_id,category,label,confidence,confidence_reason,description,source_file,evidence_detail,timestamp
EVT00106,device_05,app_stability,possible_anomaly,50,Only 2 occurrences — could be a repeating issue or could be two unrelated one-off events; not enough volume to be confident,Repeated 'WindowsWcpOtherFailure3' for 10.0.26100.7839 (2x), Device_5_-_Full_logs/Collection_20260901_191309/15_CrashDumps_WER,"2 occurrence(s) of WindowsWcpOtherFailure3 for '10.0.26100.7839'; first 2026-02-23 12:24:29.235950, last 2026-02-23 12:28:59.411956",2026-02-23T12:24:29.235950
EVT00107,device_05,app_stability,not_anomaly,55,A single crash/hang event is common background noise on any Windows machine and is not itself evidence of a systemic problem,Single 'WindowsWcpOtherFailure3' for 10.0.26100.9156, Device_5_-_Full_logs/Collection_20260901_191309/15_CrashDumps_WER,"1 occurrence(s) of WindowsWcpOtherFailure3 for '10.0.26100.9156'; first 2026-08-27 15:29:23.724794, last 2026-08-27 15:29:23.724794",2026-08-27T15:29:23.724794
EVT00108,device_05,app_stability,possible_anomaly,50,Only 2 occurrences — could be a repeating issue or could be two unrelated one-off events; not enough volume to be confident,Repeated 'MoAppCrash' for Microsoft.Outloo (2x), Device_5_-_Full_logs/Collection_20260901_191309/15_CrashDumps_WER,"2 occurrence(s) of MoAppCrash for 'Microsoft.Outloo'; first 2026-04-02 05:05:56.438976, last 2026-06-03 10:39:35.724838",2026-04-02T05:05:56.438976
EVT00109,device_05,app_stability,not_anomaly,55,A single crash/hang event is common background noise on any Windows machine and is not itself evidence of a systemic problem,Single 'APPCRASH' for Explorer.EXE, Device_5_-_Full_logs/Collection_20260901_191309/15_CrashDumps_WER,"1 occurrence(s) of APPCRASH for 'Explorer.EXE'; first 2026-07-07 12:28:28.043074, last 2026-07-07 12:28:28.043074",2026-07-07T12:28:28.043074
EVT00110,device_05,app_stability,not_anomaly,55,A single crash/hang event is common background noise on any Windows machine and is not itself evidence of a systemic problem,Single 'AppxDeploymentFailureBlue' for 80070512, Device_5_-_Full_logs/Collection_20260901_191309/15_CrashDumps_WER,"1 occurrence(s) of AppxDeploymentFailureBlue for '80070512'; first 2026-06-29 10:00:50.690644, last 2026-06-29 10:00:50.690644",2026-06-29T10:00:50.690644
EVT00111,device_05,app_stability,possible_anomaly,50,Only 2 occurrences — could be a repeating issue or could be two unrelated one-off events; not enough volume to be confident,Repeated 'WindowsWcpOtherFailure3' for 10.0.26100.8456 (2x), Device_5_-_Full_logs/Collection_20260901_191309/15_CrashDumps_WER,"2 occurrence(s) of WindowsWcpOtherFailure3 for '10.0.26100.8456'; first 2026-06-17 05:07:40.859030, last 2026-06-17 05:07:40.859030",2026-06-17T05:07:40.859030
EVT00112,device_05,app_stability,possible_anomaly,50,Only 2 occurrences — could be a repeating issue or could be two unrelated one-off events; not enough volume to be confident,Repeated 'APPCRASH' for spksvc.exe (2x), Device_5_-_Full_logs/Collection_20260901_191309/15_CrashDumps_WER,"2 occurrence(s) of APPCRASH for 'spksvc.exe'; first 2026-05-06 14:40:34.310768, last 2026-06-10 07:44:39.719808",2026-05-06T14:40:34.310768
EVT00113,device_05,app_stability,possible_anomaly,50,Only 2 occurrences — could be a repeating issue or could be two unrelated one-off events; not enough volume to be confident,Repeated 'APPCRASH' for ZSATunnel.exe (2x), Device_5_-_Full_logs/Collection_20260901_191309/15_CrashDumps_WER,"2 occurrence(s) of APPCRASH for 'ZSATunnel.exe'; first 2026-02-27 11:45:49.546050, last 2026-04-28 12:38:06.394266",2026-02-27T11:45:49.546050
EVT00114,device_05,app_stability,anomaly,90,"5 recurring occurrences of the identical crash bucket is a clear repeating pattern, not noise",Recurring 'StoreAgentAcquireLicenseFailure1' for Update;ScanForUp (5x), Device_5_-_Full_logs/Collection_20260901_191309/15_CrashDumps_WER,"5 occurrence(s) of StoreAgentAcquireLicenseFailure1 for 'Update;ScanForUp'; first 2026-07-01 13:36:55.716758, last 2026-09-01 13:26:13.180276",2026-07-01T13:36:55.716758
EVT00115,device_05,app_stability,anomaly,75,"3 occurrences of the same crash bucket for the same process is unlikely to be coincidence, though below the 5x threshold for the highest tier",Recurring 'MoAppCrash' for Microsoft.Screen (3x), Device_5_-_Full_logs/Collection_20260901_191309/15_CrashDumps_WER,"3 occurrence(s) of MoAppCrash for 'Microsoft.Screen'; first 2026-07-17 09:28:04.561406, last 2026-08-16 06:00:50.665450",2026-07-17T09:28:04.561406
EVT00116,device_05,app_stability,not_anomaly,55,A single crash/hang event is common background noise on any Windows machine and is not itself evidence of a systemic problem,Single 'MoAppCrash' for MicrosoftWindows, Device_5_-_Full_logs/Collection_20260901_191309/15_CrashDumps_WER,"1 occurrence(s) of MoAppCrash for 'MicrosoftWindows'; first 2026-06-02 06:40:00.372986, last 2026-06-02 06:40:00.372986",2026-06-02T06:40:00.372986
EVT00117,device_05,app_stability,not_anomaly,55,A single crash/hang event is common background noise on any Windows machine and is not itself evidence of a systemic problem,Single 'MoAppHangXProc' for Microsoft.Outloo, Device_5_-_Full_logs/Collection_20260901_191309/15_CrashDumps_WER,"1 occurrence(s) of MoAppHangXProc for 'Microsoft.Outloo'; first 2026-05-20 04:53:33.571066, last 2026-05-20 04:53:33.571066",2026-05-20T04:53:33.571066
EVT00118,device_05,app_stability,anomaly,90,"9 recurring occurrences of the identical crash bucket is a clear repeating pattern, not noise",Recurring 'crashpad_log' for MicrosoftEdgeUpd (9x), Device_5_-_Full_logs/Collection_20260901_191309/15_CrashDumps_WER,"9 occurrence(s) of crashpad_log for 'MicrosoftEdgeUpd'; first 2026-02-20 09:45:34.666308, last 2026-07-27 04:41:39.312496",2026-02-20T09:45:34.666308
EVT00119,device_05,app_stability,anomaly,75,"4 occurrences of the same crash bucket for the same process is unlikely to be coincidence, though below the 5x threshold for the highest tier",Recurring 'crashpad_jserror' for msedge.exe (4x), Device_5_-_Full_logs/Collection_20260901_191309/15_CrashDumps_WER,"4 occurrence(s) of crashpad_jserror for 'msedge.exe'; first 2026-03-11 06:32:43.471108, last 2026-08-19 12:11:18.059010",2026-03-11T06:32:43.471108
EVT00120,device_05,app_stability,anomaly,75,"3 occurrences of the same crash bucket for the same process is unlikely to be coincidence, though below the 5x threshold for the highest tier",Recurring 'AppHangXProcB1' for svchost.exe (3x), Device_5_-_Full_logs/Collection_20260901_191309/15_CrashDumps_WER,"3 occurrence(s) of AppHangXProcB1 for 'svchost.exe'; first 2026-04-21 08:37:05.094164, last 2026-07-01 13:12:32.670842",2026-04-21T08:37:05.094164
EVT00121,device_05,app_stability,anomaly,90,"6 recurring occurrences of the identical crash bucket is a clear repeating pattern, not noise",Recurring 'AppHangB1' for svchost.exe (6x), Device_5_-_Full_logs/Collection_20260901_191309/15_CrashDumps_WER,"6 occurrence(s) of AppHangB1 for 'svchost.exe'; first 2026-04-16 11:06:41.710188, last 2026-08-12 14:08:33.396120",2026-04-16T11:06:41.710188
EVT00122,device_05,app_stability,possible_anomaly,50,Only 2 occurrences — could be a repeating issue or could be two unrelated one-off events; not enough volume to be confident,Repeated 'APPCRASH' for ZSATrayManager.e (2x), Device_5_-_Full_logs/Collection_20260901_191309/15_CrashDumps_WER,"2 occurrence(s) of APPCRASH for 'ZSATrayManager.e'; first 2026-05-11 05:09:29.703712, last 2026-06-20 06:03:09.615998",2026-05-11T05:09:29.703712
EVT00123,device_05,app_stability,not_anomaly,55,A single crash/hang event is common background noise on any Windows machine and is not itself evidence of a systemic problem,Single 'APPCRASH' for RtkAudUService64, Device_5_-_Full_logs/Collection_20260901_191309/15_CrashDumps_WER,"1 occurrence(s) of APPCRASH for 'RtkAudUService64'; first 2026-07-28 07:37:41.019994, last 2026-07-28 07:37:41.019994",2026-07-28T07:37:41.019994
EVT00124,device_05,app_stability,not_anomaly,55,A single crash/hang event is common background noise on any Windows machine and is not itself evidence of a systemic problem,Single 'MpTelemetry' for 0x800705b4, Device_5_-_Full_logs/Collection_20260901_191309/15_CrashDumps_WER,"1 occurrence(s) of MpTelemetry for '0x800705b4'; first 2026-06-09 10:25:24.231804, last 2026-06-09 10:25:24.231804",2026-06-09T10:25:24.231804
EVT00125,device_05,app_stability,anomaly,75,"3 occurrences of the same crash bucket for the same process is unlikely to be coincidence, though below the 5x threshold for the highest tier",Recurring 'LiveKernelEvent' for 193 (3x), Device_5_-_Full_logs/Collection_20260901_191309/15_CrashDumps_WER,"3 occurrence(s) of LiveKernelEvent for '193'; first 2026-06-29 09:54:02.381268, last 2026-08-05 13:15:45.658750",2026-06-29T09:54:02.381268
EVT00126,device_05,app_stability,not_anomaly,55,A single crash/hang event is common background noise on any Windows machine and is not itself evidence of a systemic problem,Single 'StoreAgentDownloadFailure1' for Update;M365Copil, Device_5_-_Full_logs/Collection_20260901_191309/15_CrashDumps_WER,"1 occurrence(s) of StoreAgentDownloadFailure1 for 'Update;M365Copil'; first 2026-05-21 04:48:07.283342, last 2026-05-21 04:48:07.283342",2026-05-21T04:48:07.283342
EVT00127,device_05,app_stability,not_anomaly,55,A single crash/hang event is common background noise on any Windows machine and is not itself evidence of a systemic problem,Single 'AppHangB1' for sqldeveloper64W., Device_5_-_Full_logs/Collection_20260901_191309/15_CrashDumps_WER,"1 occurrence(s) of AppHangB1 for 'sqldeveloper64W.'; first 2026-06-24 06:50:33.423960, last 2026-06-24 06:50:33.423960",2026-06-24T06:50:33.423960
EVT00128,device_05,app_stability,anomaly,75,"3 occurrences of the same crash bucket for the same process is unlikely to be coincidence, though below the 5x threshold for the highest tier",Recurring 'WindowsWcpOtherFailure3' for 10.0.26100.8247 (3x), Device_5_-_Full_logs/Collection_20260901_191309/15_CrashDumps_WER,"3 occurrence(s) of WindowsWcpOtherFailure3 for '10.0.26100.8247'; first 2026-04-22 07:39:18.517856, last 2026-04-24 15:39:10.837470",2026-04-22T07:39:18.517856
EVT00129,device_05,app_stability,not_anomaly,55,A single crash/hang event is common background noise on any Windows machine and is not itself evidence of a systemic problem,Single 'MoAppHang' for Microsoft.Copilo, Device_5_-_Full_logs/Collection_20260901_191309/15_CrashDumps_WER,"1 occurrence(s) of MoAppHang for 'Microsoft.Copilo'; first 2026-08-18 06:15:03.213660, last 2026-08-18 06:15:03.213660",2026-08-18T06:15:03.213660
EVT00130,device_05,app_stability,not_anomaly,55,A single crash/hang event is common background noise on any Windows machine and is not itself evidence of a systemic problem,Single 'MoAppCrash' for MSTeams, Device_5_-_Full_logs/Collection_20260901_191309/15_CrashDumps_WER,"1 occurrence(s) of MoAppCrash for 'MSTeams'; first 2026-07-28 08:37:13.426734, last 2026-07-28 08:37:13.426734",2026-07-28T08:37:13.426734
EVT00131,device_05,app_stability,not_anomaly,55,A single crash/hang event is common background noise on any Windows machine and is not itself evidence of a systemic problem,Single 'MoBEX' for Microsoft.Screen, Device_5_-_Full_logs/Collection_20260901_191309/15_CrashDumps_WER,"1 occurrence(s) of MoBEX for 'Microsoft.Screen'; first 2026-08-06 12:22:57.169644, last 2026-08-06 12:22:57.169644",2026-08-06T12:22:57.169644
EVT00132,device_05,app_stability,not_anomaly,55,A single crash/hang event is common background noise on any Windows machine and is not itself evidence of a systemic problem,Single 'APPCRASH' for svchost.exe, Device_5_-_Full_logs/Collection_20260901_191309/15_CrashDumps_WER,"1 occurrence(s) of APPCRASH for 'svchost.exe'; first 2026-08-03 04:51:56.129444, last 2026-08-03 04:51:56.129444",2026-08-03T04:51:56.129444
EVT00133,device_05,app_stability,not_anomaly,55,A single crash/hang event is common background noise on any Windows machine and is not itself evidence of a systemic problem,Single 'APPCRASH' for bad, Device_5_-_Full_logs/Collection_20260901_191309/15_CrashDumps_WER,"1 occurrence(s) of APPCRASH for 'bad'; first 2026-07-13 11:01:11.526852, last 2026-07-13 11:01:11.526852",2026-07-13T11:01:11.526852
EVT00134,device_05,app_stability,not_anomaly,55,A single crash/hang event is common background noise on any Windows machine and is not itself evidence of a systemic problem,Single 'WUDFHostProblem2' for HostProblem2, Device_5_-_Full_logs/Collection_20260901_191309/15_CrashDumps_WER,"1 occurrence(s) of WUDFHostProblem2 for 'HostProblem2'; first 2026-06-02 06:56:53.146380, last 2026-06-02 06:56:53.146380",2026-06-02T06:56:53.146380
EVT00135,device_05,app_stability,not_anomaly,55,A single crash/hang event is common background noise on any Windows machine and is not itself evidence of a systemic problem,Single 'OFFICE_MODULE_VERSION_MISMATCH' for EXCEL.EXE, Device_5_-_Full_logs/Collection_20260901_191309/15_CrashDumps_WER,"1 occurrence(s) of OFFICE_MODULE_VERSION_MISMATCH for 'EXCEL.EXE'; first 2026-05-15 15:44:42.096032, last 2026-05-15 15:44:42.096032",2026-05-15T15:44:42.096032
EVT00136,device_05,app_stability,not_anomaly,55,A single crash/hang event is common background noise on any Windows machine and is not itself evidence of a systemic problem,Single 'WindowsWcpOtherFailure3' for 10.0.26100.8035, Device_5_-_Full_logs/Collection_20260901_191309/15_CrashDumps_WER,"1 occurrence(s) of WindowsWcpOtherFailure3 for '10.0.26100.8035'; first 2026-04-22 06:25:57.650214, last 2026-04-22 06:25:57.650214",2026-04-22T06:25:57.650214
EVT00139,device_05,app_stability,anomaly,80,4 historical crash/hang events for 'WavesSysSvc64.exe' recorded independently in the persistent Application log — corroborates any WER findings for the same app,'WavesSysSvc64.exe' has 4 historical crash/hang events,16_Services_Processes/AppCrashHang_PersistentHistory.csv,"app=WavesSysSvc64.exe, count=4",
EVT00140,device_05,app_stability,anomaly,80,4 historical crash/hang events for 'SnippingTool.exe' recorded independently in the persistent Application log — corroborates any WER findings for the same app,'SnippingTool.exe' has 4 historical crash/hang events,16_Services_Processes/AppCrashHang_PersistentHistory.csv,"app=SnippingTool.exe, count=4",
EVT00141,device_05,app_stability,anomaly,80,4 historical crash/hang events for 'bad_module_info' recorded independently in the persistent Application log — corroborates any WER findings for the same app,'bad_module_info' has 4 historical crash/hang events,16_Services_Processes/AppCrashHang_PersistentHistory.csv,"app=bad_module_info, count=4",
EVT00148,device_06,app_stability,anomaly,90,"9 recurring occurrences of the identical crash bucket is a clear repeating pattern, not noise",Recurring 'StoreAgentInstallFailure1' for Update;MoUpdateO (9x), Device_6_-_Full_logs/Collection_20260902_100801/15_CrashDumps_WER,"9 occurrence(s) of StoreAgentInstallFailure1 for 'Update;MoUpdateO'; first 2026-07-21 11:53:59.924404, last 2026-08-28 07:58:48.972800",2026-07-21T11:53:59.924404
EVT00149,device_06,app_stability,anomaly,90,"5 recurring occurrences of the identical crash bucket is a clear repeating pattern, not noise",Recurring 'crashpad_log' for MicrosoftEdgeUpd (5x), Device_6_-_Full_logs/Collection_20260902_100801/15_CrashDumps_WER,"5 occurrence(s) of crashpad_log for 'MicrosoftEdgeUpd'; first 2026-07-17 12:18:25.832246, last 2026-08-19 06:59:05.425302",2026-07-17T12:18:25.832246
EVT00150,device_06,app_stability,not_anomaly,55,A single crash/hang event is common background noise on any Windows machine and is not itself evidence of a systemic problem,Single 'APPCRASH' for MsMpEng.exe, Device_6_-_Full_logs/Collection_20260902_100801/15_CrashDumps_WER,"1 occurrence(s) of APPCRASH for 'MsMpEng.exe'; first 2026-08-18 09:33:03.383780, last 2026-08-18 09:33:03.383780",2026-08-18T09:33:03.383780
EVT00151,device_06,app_stability,not_anomaly,55,A single crash/hang event is common background noise on any Windows machine and is not itself evidence of a systemic problem,Single 'LiveKernelEvent' for 1d4, Device_6_-_Full_logs/Collection_20260902_100801/15_CrashDumps_WER,"1 occurrence(s) of LiveKernelEvent for '1d4'; first 2026-09-01 16:45:11.394478, last 2026-09-01 16:45:11.394478",2026-09-01T16:45:11.394478
EVT00152,device_06,app_stability,anomaly,75,"3 occurrences of the same crash bucket for the same process is unlikely to be coincidence, though below the 5x threshold for the highest tier",Recurring 'StoreAgentDownloadFailure1' for Update;MoUpdateO (3x), Device_6_-_Full_logs/Collection_20260902_100801/15_CrashDumps_WER,"3 occurrence(s) of StoreAgentDownloadFailure1 for 'Update;MoUpdateO'; first 2026-07-28 12:57:44.253900, last 2026-07-28 12:57:44.253900",2026-07-28T12:57:44.253900
EVT00153,device_06,app_stability,possible_anomaly,50,Only 2 occurrences — could be a repeating issue or could be two unrelated one-off events; not enough volume to be confident,Repeated 'WindowsWcpOtherFailure3' for 10.0.26100.8872 (2x), Device_6_-_Full_logs/Collection_20260902_100801/15_CrashDumps_WER,"2 occurrence(s) of WindowsWcpOtherFailure3 for '10.0.26100.8872'; first 2026-07-22 07:03:24.374408, last 2026-07-27 04:58:41.477538",2026-07-22T07:03:24.374408
EVT00154,device_06,app_stability,possible_anomaly,50,Only 2 occurrences — could be a repeating issue or could be two unrelated one-off events; not enough volume to be confident,Repeated 'WindowsWcpOtherFailure3' for 10.0.26100.9156 (2x), Device_6_-_Full_logs/Collection_20260902_100801/15_CrashDumps_WER,"2 occurrence(s) of WindowsWcpOtherFailure3 for '10.0.26100.9156'; first 2026-08-24 07:47:41.812178, last 2026-08-24 12:19:53.267740",2026-08-24T07:47:41.812178
EVT00155,device_06,app_stability,possible_anomaly,50,Only 2 occurrences — could be a repeating issue or could be two unrelated one-off events; not enough volume to be confident,Repeated 'StoreAgentScanForUpdatesFailure0' for Update; (2x), Device_6_-_Full_logs/Collection_20260902_100801/15_CrashDumps_WER,"2 occurrence(s) of StoreAgentScanForUpdatesFailure0 for 'Update;'; first 2026-07-17 14:25:25.528070, last 2026-07-29 06:02:53.104386",2026-07-17T14:25:25.528070
EVT00156,device_06,app_stability,not_anomaly,55,A single crash/hang event is common background noise on any Windows machine and is not itself evidence of a systemic problem,Single 'BEX64' for Acrobat.exe, Device_6_-_Full_logs/Collection_20260902_100801/15_CrashDumps_WER,"1 occurrence(s) of BEX64 for 'Acrobat.exe'; first 2026-08-25 05:05:34.483892, last 2026-08-25 05:05:34.483892",2026-08-25T05:05:34.483892
EVT00157,device_06,app_stability,possible_anomaly,50,Only 2 occurrences — could be a repeating issue or could be two unrelated one-off events; not enough volume to be confident,Repeated 'AppHangB1' for idea64.exe (2x), Device_6_-_Full_logs/Collection_20260902_100801/15_CrashDumps_WER,"2 occurrence(s) of AppHangB1 for 'idea64.exe'; first 2026-07-27 15:18:17.301970, last 2026-07-28 12:57:19.110770",2026-07-27T15:18:17.301970
EVT00158,device_06,app_stability,not_anomaly,55,A single crash/hang event is common background noise on any Windows machine and is not itself evidence of a systemic problem,Single 'WindowsWcpOtherFailure3' for 10.0.26100.8648, Device_6_-_Full_logs/Collection_20260902_100801/15_CrashDumps_WER,"1 occurrence(s) of WindowsWcpOtherFailure3 for '10.0.26100.8648'; first 2026-07-22 06:51:39.153548, last 2026-07-22 06:51:39.153548",2026-07-22T06:51:39.153548
EVT00159,device_06,app_stability,not_anomaly,55,A single crash/hang event is common background noise on any Windows machine and is not itself evidence of a systemic problem,Single 'WinPBRDiag' for 1, Device_6_-_Full_logs/Collection_20260902_100801/15_CrashDumps_WER,"1 occurrence(s) of WinPBRDiag for '1'; first 2026-07-18 00:21:23.850088, last 2026-07-18 00:21:23.850088",2026-07-18T00:21:23.850088
EVT00160,device_06,app_stability,not_anomaly,55,A single crash/hang event is common background noise on any Windows machine and is not itself evidence of a systemic problem,Single 'crashpad_jserror' for msedge.exe, Device_6_-_Full_logs/Collection_20260902_100801/15_CrashDumps_WER,"1 occurrence(s) of crashpad_jserror for 'msedge.exe'; first 2026-08-04 06:36:22.123052, last 2026-08-04 06:36:22.123052",2026-08-04T06:36:22.123052
EVT00161,device_06,app_stability,not_anomaly,55,A single crash/hang event is common background noise on any Windows machine and is not itself evidence of a systemic problem,Single 'crashpad_log' for msedgewebview2se, Device_6_-_Full_logs/Collection_20260902_100801/15_CrashDumps_WER,"1 occurrence(s) of crashpad_log for 'msedgewebview2se'; first 2026-08-10 04:57:28.855050, last 2026-08-10 04:57:28.855050",2026-08-10T04:57:28.855050
